STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,STATION,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/1/2016,0.01,",,7,0800",87,",,7",68,",,7",77,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/2/2016,0.03,",,7,0800",88,",,7",68,",,7",75,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/3/2016,1,",,7,0800",87,",,7",68,",,7",75,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/4/2016,0.44,",,7,0800",87,",,7",68,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/5/2016,0.18,",,7,0800",87,",,7",68,",,7",76,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/6/2016,1,",,7,0800",87,",,7",68,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/7/2016,1.35,",,7,0800",87,",,7",68,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/8/2016,0.15,",,7,0800",87,",,7",68,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/9/2016,0.35,",,7,0800",87,",,7",68,",,7",75,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/10/2016,1.16,",,7,0800",87,",,7",68,",,7",75,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/11/2016,0.6,",,7,0800",87,",,7",67,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/12/2016,1.04,",,7,0800",87,",,7",67,",,7",72,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/13/2016,1.2,",,7,0800",87,",,7",68,",,7",75,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/14/2016,6.7,",,7,0800",87,",,7",67,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/15/2016,3.35,",,7,0800",87,",,7",67,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/16/2016,0.61,",,7,0800",87,",,7",67,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/17/2016,0.23,",,7,0800",79,",,7",73,",,7",76,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/18/2016,0.42,",,7,0800",79,",,7",73,",,7",75,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/19/2016,0.25,",,7,0800",80,",,7",69,",,7",70,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/20/2016,0.43,",,7,0800",75,",,7",68,",,7",70,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/21/2016,1.02,",,7,0800",77,",,7",69,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/22/2016,0.75,",,7,0800",78,",,7",70,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/23/2016,0.33,",,7,0800",79,",,7",70,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/24/2016,0.27,",,7,0800",82,",,7",70,",,7",77,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/25/2016,0.04,",,7,0800",83,",,7",72,",,7",76,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/26/2016,1.02,",,7,0800",76,",,7",71,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/27/2016,1,",,7,0800",77,",,7",71,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/28/2016,0.05,",,7,0800",78,",,7",72,",,7",77,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/29/2016,1.49,",,7,0800",80,",,7",70,",,7",77,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,9/30/2016,0.38,",,7,0800",77,",,7",71,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/1/2016,1.02,",,7,0800",77,",,7",70,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/2/2016,0.61,",,7,0800",79,",,7",70,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/3/2016,0.46,",,7,0800",76,",,7",71,",,7",76,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/4/2016,3.46,",,7,0800",79,",,7",70,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/5/2016,0.81,",,7,0800",81,",,7",72,",,7",75,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/6/2016,0.04,",,7,0800",75,",,7",73,",,7",75,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/7/2016,0.01,",,7,0800",80,",,7",72,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/8/2016,0.04,",,7,0800",80,",,7",70,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/9/2016,0,",,7,0800",79,",,7",71,",,7",77,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/10/2016,0,",,7,0800",79,",,7",69,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/11/2016,0.35,",,7,0800",76,",,7",70,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/12/2016,0.02,",,7,0800",79,",,7",72,",,7",78,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/13/2016,0.06,",,7,0800",79,",,7",72,",,7",75,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/14/2016,0,",,7,0800",78,",,7",72,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/15/2016,0.33,",,7,0800",78,",,7",70,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/16/2016,0,",,7,0800",78,",,7",70,",,7",77,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/17/2016,0.38,",,7,0800",77,",,7",70,",,7",70,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/18/2016,0.48,",,7,0800",77,",,7",69,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/19/2016,0,",,7,0800",76,",,7",70,",,7",70,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/20/2016,1,",,7,0800",79,",,7",69,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/21/2016,0.09,",,7,0800",76,",,7",71,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/22/2016,1.37,",,7,0800",76,",,7",70,",,7",75,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/23/2016,0.24,",,7,0800",75,",,7",70,",,7",72,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/24/2016,0.7,",,7,0800",78,",,7",68,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/25/2016,0.4,",,7,0800",74,",,7",68,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/26/2016,0,",,7,0800",77,",,7",68,",,7",75,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/27/2016,1.25,",,7,0800",77,",,7",68,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/28/2016,0.37,",,7,0800",73,",,7",67,",,7",68,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/29/2016,0.25,",,7,0800",76,",,7",67,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/30/2016,0.95,",,7,0800",77,",,7",68,",,7",76,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,10/31/2016,1.35,",,7,0800",77,",,7",68,",,7",69,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/1/2016,0.09,",,7,0800",77,",,7",69,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/2/2016,0.04,",,7,0800",77,",,7",68,",,7",76,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/3/2016,0.02,",,7,0800",77,",,7",65,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/4/2016,0.06,",,7,0800",78,",,7",66,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/5/2016,0.38,",,7,0800",79,",,7",66,",,7",69,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/6/2016,0.05,",,7,0800",78,",,7",69,",,7",77,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/7/2016,0.05,",,7,0800",79,",,7",65,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/8/2016,0.53,",,7,0800",72,",,7",68,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/9/2016,0.04,",,7,0800",77,",,7",68,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/10/2016,0.01,",,7,0800",82,",,7",65,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/11/2016,0,",,7,0800",83,",,7",65,",,7",67,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/12/2016,0,",,7,0800",83,",,7",66,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/13/2016,0,",,7,0800",80,",,7",68,",,7",72,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/14/2016,0.02,",,7,0800",78,",,7",71,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/15/2016,0.05,",,7,0800",82,",,7",70,",,7",72,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/16/2016,0.91,",,7,0800",72,",,7",68,",,7",72,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/17/2016,0.02,",,7,0800",77,",,7",71,",,7",75,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/20/2016,,,79,",,7",68,",,7",74,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/21/2016,2.87,",,7,0800",79,",,7",65,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/22/2016,2.11,",,7,0800",74,",,7",68,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/23/2016,0.22,",,7,0800",78,",,7",69,",,7",69,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/24/2016,0.72,",,7,0800",75,",,7",67,",,7",69,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/25/2016,1.03,",,7,0800",73,",,7",68,",,7",69,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/26/2016,0.3,",,7,0800",73,",,7",67,",,7",70,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/27/2016,0.29,",,7,0800",79,",,7",67,",,7",69,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/28/2016,0.69,",,7,0800",76,",,7",68,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/29/2016,0.2,",,7,0800",78,",,7",66,",,7",67,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,11/30/2016,0.79,",,7,0800",74,",,7",67,",,7",72,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/1/2016,0.72,",,7,0800",72,",,7",68,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/2/2016,1.27,",,7,0800",82,",,7",67,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/3/2016,1.62,",,7,0800",80,",,7",66,",,7",67,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/4/2016,0.31,",,7,0800",79,",,7",64,",,7",76,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/5/2016,1.6,",,7,0800",80,",,7",66,",,7",67,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/6/2016,0,",,7,0800",79,",,7",64,",,7",67,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/7/2016,0.02,",,7,0800",78,",,7",67,",,7",68,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/8/2016,0.03,",,7,0800",78,",,7",67,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/9/2016,0.42,",,7,0800",79,",,7",66,",,7",68,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/10/2016,0.04,",,7,0800",75,",,7",67,",,7",68,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/11/2016,0.13,",,7,0800",77,",,7",65,",,7",69,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/12/2016,0.01,",,7,0800",81,",,7",65,",,7",65,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/13/2016,0.09,",,7,0800",79,",,7",65,",,7",70,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/14/2016,0.33,",,7,0800",71,",,7",65,",,7",69,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/15/2016,0.03,",,7,0800",75,",,7",61,",,7",64,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/16/2016,0,",,7,0800",77,",,7",58,",,7",60,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/18/2016,,,70,",,7",63,",,7",67,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/19/2016,0.15,",,7,0800",73,",,7",63,",,7",72,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/20/2016,0,",,7,0800",77,",,7",72,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/21/2016,0.55,",,7,0800",75,",,7",68,",,7",70,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/22/2016,1.24,",,7,0800",76,",,7",67,",,7",68,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/23/2016,0.83,",,7,0800",73,",,7",67,",,7",69,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/24/2016,1.08,",,7,0800",75,",,7",68,",,7",69,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/25/2016,0.38,",,7,0800",74,",,7",68,",,7",69,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/26/2016,1.48,",,7,0800",74,",,7",67,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/27/2016,0.14,",,7,0800",74,",,7",67,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/28/2016,0.14,",,7,0800",74,",,7",67,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/29/2016,1.03,",,7,0800",71,",,7",65,",,7",69,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/30/2016,2.37,",,7,0800",72,",,7",64,",,7",65,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,12/31/2016,0.9,",,7,0800",71,",,7",64,",,7",65,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/1/2017,0.03,",,7,0800",72,",,7",64,",,7",68,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/2/2017,0,",,7,0800",71,",,7",64,",,7",70,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/3/2017,0,",,7,0800",74,",,7",64,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/4/2017,0,",,7,0800",74,",,7",64,",,7",70,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/5/2017,0.47,",,7,0800",74,",,7",60,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/6/2017,0.1,",,7,0800",74,",,7",64,",,7",65,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/7/2017,0,",,7,0800",72,",,7",60,",,7",70,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/8/2017,0.03,",,7,0800",71,",,7",63,",,7",66,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/9/2017,0,",,7,0800",79,",,7",60,",,7",69,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/10/2017,0,",,7,0800",79,",,7",60,",,7",64,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/11/2017,0,",,7,0800",75,",,7",63,",,7",66,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/12/2017,0,",,7,0800",80,",,7",63,",,7",68,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/13/2017,0,",,7,0800",82,",,7",64,",,7",67,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/14/2017,0,",,7,0800",82,",,7",63,",,7",70,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/15/2017,0.01,",,7,0800",78,",,7",63,",,7",68,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/16/2017,0,",,7,0800",78,",,7",63,",,7",68,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/17/2017,0,",,7,0800",80,",,7",67,",,7",69,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/18/2017,0.07,",,7,0800",77,",,7",68,",,7",73,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/19/2017,0,",,7,0800",77,",,7",68,",,7",71,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/20/2017,0,",,7,0800",80,",,7",66,",,7",67,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/21/2017,0.08,",,7,0800",75,",,7",66,",,7",67,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/22/2017,0.72,",,7,0800",75,",,7",63,",,7",68,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/23/2017,0.85,",,7,0800",73,",,7",66,",,7",70,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/24/2017,1.85,",,7,0800",71,",,7",67,",,7",67,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/25/2017,2.64,",,7,0800",71,",,7",65,",,7",69,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/26/2017,0.1,",,7,0800",74,",,7",67,",,7",67,",,7,0800",516128,,,,,,,,,,,
USC00516128,"MANOA LYON ARBO 785.2, HI US",21.3331,-157.8025,152.4,1/27/2017,0.03,",,7,0800",78,",,7",65,",,7",69,",,7,0800",516128,,,,,,,,,,,
